Date_Time,amount_consumed,latency_to_consumption,Type,Frame
2026-09-07 17:22:17.376435,,,start,0
2026-09-07 17:22:17.377703,,,drink,0
2026-09-07 17:22:17.378442,,,start,0
2026-09-07 17:22:17.379701,,,drink,0
2026-09-07 17:22:17.380425,,,start,0
2026-09-07 17:22:17.381671,,,drink,0
2026-09-07 17:22:17.382403,,,start,0
2026-09-07 17:22:17.383670,,,drink,0
2026-09-07 17:22:17.384399,,,start,0
2026-09-07 17:22:17.385675,,,drink,0
2026-09-07 17:22:17.386406,,,start,0
2026-09-07 17:22:17.387702,,,drink,0
2026-09-07 17:22:17.388429,,,start,0
2026-09-07 17:22:17.389703,,,drink,0
2026-09-07 17:22:17.390443,,,start,0
2026-09-07 17:22:17.391703,,,drink,0
2026-09-07 17:22:17.392431,,,start,0
2026-09-07 17:22:17.393703,,,drink,0
2026-09-07 17:22:17.394437,,,start,0
2026-09-07 17:22:17.395702,,,drink,0
2026-09-07 17:22:17.396432,,,start,0
2026-09-07 17:22:17.397707,,,drink,0
2026-09-07 17:22:17.398466,,,start,0
2026-09-07 17:22:17.399703,,,drink,0
2026-09-07 17:22:17.400434,,,start,0
2026-09-07 17:22:17.401705,,,drink,0
2026-09-07 17:22:17.402448,,,start,0
2026-09-07 17:22:17.403701,,,drink,0
2026-09-07 17:22:17.404430,,,start,0
2026-09-07 17:22:17.405703,,,drink,0
2026-09-07 17:22:17.406441,,,start,0
2026-09-07 17:22:17.407672,,,drink,0
2026-09-07 17:22:17.408399,,,start,0
2026-09-07 17:22:17.409673,,,drink,0
2026-09-07 17:22:17.410412,,,start,0
2026-09-07 17:22:17.411673,,,drink,0
2026-09-07 17:22:17.412401,,,start,0
2026-09-07 17:22:17.413703,,,drink,0
2026-09-07 17:22:17.414441,,,start,0
2026-09-07 17:22:17.415703,,,drink,0
2026-09-07 17:22:17.416435,,,start,0
2026-09-07 17:22:17.417704,,,drink,0
2026-09-07 17:22:17.418466,,,start,0
2026-09-07 17:22:17.419704,,,drink,0
2026-09-07 17:22:17.420449,,,start,0
2026-09-07 17:22:17.421705,,,drink,0
