Date_Time,amount_consumed,latency_to_consumption,Type
2026-04-21 19:21:27.157567,,,eat,780
2026-04-21 19:21:27.158794,,,eat,780
2026-04-21 19:21:27.160389,,,eat,780
2026-04-21 19:21:27.161907,,,eat,780
2026-04-21 19:21:27.162925,,,eat,780
2026-04-21 19:21:27.163787,,,eat,780
2026-04-21 19:21:27.164736,,,eat,780
2026-04-21 19:21:27.165584,,,eat,780
2026-04-21 19:21:27.166373,,,eat,780
2026-04-21 19:21:27.167218,,,eat,780
2026-04-21 19:21:27.167989,,,eat,780
2026-04-21 19:21:27.168887,,,eat,780
2026-04-21 19:21:27.169932,,,eat,780
2026-04-21 19:21:27.170911,,,eat,780
2026-04-21 19:21:27.172209,,,eat,780
2026-04-21 19:21:27.173519,,,eat,780
2026-04-21 19:21:27.174912,,,eat,780
2026-04-21 19:21:27.176074,,,eat,780
2026-04-21 19:21:27.177677,,,eat,780
2026-04-21 19:21:27.179120,,,eat,780
2026-04-21 19:21:27.180140,,,eat,780
2026-04-21 19:21:27.181044,,,eat,780
2026-04-21 19:21:27.181844,,,eat,780
2026-04-21 19:21:27.182630,,,eat,780
2026-04-21 19:21:27.183432,,,eat,780
2026-04-21 19:21:27.184186,,,eat,780
2026-04-21 19:21:27.184920,,,eat,780
2026-04-21 19:21:27.185874,,,eat,780
2026-04-21 19:21:27.186840,,,eat,780
2026-04-21 19:21:27.187760,,,eat,780
2026-04-21 19:21:27.189003,,,eat,780
2026-04-21 19:21:27.190266,,,eat,780
2026-04-21 19:21:27.191783,,,eat,780
2026-04-21 19:21:27.192883,,,eat,780
2026-04-21 19:21:27.194447,,,eat,780
2026-04-21 19:21:27.195912,,,eat,780
2026-04-21 19:21:27.196935,,,eat,780
2026-04-21 19:21:27.197760,,,eat,780
2026-04-21 19:21:27.198541,,,eat,780
2026-04-21 19:21:27.199352,,,eat,780
2026-04-21 19:21:27.200132,,,eat,780
2026-04-21 19:21:27.200895,,,eat,780
2026-04-21 19:21:27.201704,,,eat,780
2026-04-21 19:21:27.202939,,,eat,780
2026-04-21 19:21:27.204027,,,eat,780
2026-04-21 19:21:27.205010,,,eat,780
2026-04-21 19:21:27.206692,,,eat,780
2026-04-21 19:21:27.208220,,,eat,780
2026-04-21 19:21:27.209306,,,eat,780
2026-04-21 19:21:27.210953,,,eat,780
2026-04-21 19:21:27.212344,,,eat,780
2026-04-21 19:21:27.213299,,,eat,780
2026-04-21 19:21:27.214329,,,eat,780
2026-04-21 19:21:27.215750,,,eat,781
2026-04-21 19:21:27.217366,,,eat,781
2026-04-21 19:21:27.219421,,,eat,781
2026-04-21 19:21:27.221539,,,eat,781
2026-04-21 19:21:27.223662,,,eat,781
2026-04-21 19:21:27.225145,,,eat,781
2026-04-21 19:21:27.227304,,,eat,781
2026-04-21 19:21:27.228798,,,eat,781
2026-04-21 19:21:27.230410,,,eat,781
2026-04-21 19:21:27.232788,,,eat,781
2026-04-21 19:21:27.233984,,,eat,781
2026-04-21 19:21:27.235093,,,eat,781
2026-04-21 19:21:27.236629,,,eat,781
2026-04-21 19:21:27.237996,,,eat,781
2026-04-21 19:21:27.239933,,,eat,781
2026-04-21 19:21:27.241629,,,eat,781
2026-04-21 19:21:27.243134,,,eat,781
